topic,summaryFile,scuSentCharIdx,scuSentence,documentFile,docSentCharIdx,docSentText,docSpanOffsets,summarySpanOffsets,docSpanText,summarySpanText,Quality,pred_prob
D0606F,XIE19960113.0145,2096,Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,NYT19990607.0382,2212,"``Researchers predict that anticipated increases in water temperature caused by a double of carbon dioxide will eliminate most, if not all, suitable habitat for Pacific sockeye salmon, and possibly for other salmon species as well,'' the report says.","2214, 2434","2096, 2245","Researchers predict that anticipated increases in water temperature caused by a double of carbon dioxide will eliminate most, if not all, suitable habitat for Pacific sockeye salmon, and possibly for other salmon species",Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,0,0.5255047
D0606F,XIE19960113.0145,2096,Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,XIE19960113.0145,2096,Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,"2096, 2245","2096, 2245",Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,0,0.7380681
D0606F,XIE19960113.0145,2096,Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,XIE19960113.0145,2096,Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,"2137, 2245","2096, 2245",a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,0,0.73614657
D0606F,XIE19960113.0145,2096,Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,XIE19980327.0038,1223,"The UNEP official noted that sustained increase in mean ambient temperatures beyond one centigrade degree would cause significant changes in forest and rangeland cover, species distribution, composition and migration patterns, and biome distribution.","1223, 1473","2096, 2245","The UNEP official noted that sustained increase in mean ambient temperatures beyond one centigrade degree would cause significant changes in forest and rangeland cover, species distribution, composition and migration patterns, and biome distribution.",Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,0,0.5110856
D0606F,XIE19960113.0145,2096,Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,APW19990608.0009,948,"Welch, who is based in British Columbia, said he is convinced that ocean warming reflects broader climate change and raises the possibility of ``large-scale potential changes in the marine ecosystem.''","948, 953;989, 1147","2137, 2245",Welch...said he is convinced that ocean warming reflects broader climate change and raises the possibility of ``large-scale potential changes in the marine ecosystem.,a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,0,0.54919195
D0606F,XIE19960113.0145,2096,Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,APW20000830.0162,0,"LONDON (AP) -- Global warming could fundamentally transform a third of the world's plant and animal habitats by the end of this century, threatening many species with rapid extinction, an international conservation organization warned Wednesday.","15, 135","2137, 2245",Global warming could fundamentally transform a third of the world's plant and animal habitats by the end of this century,a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,0,0.5083107
D0606F,XIE19960113.0145,2096,Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,XIE19960113.0145,1033,"As a result, the number of plankton and fish will change as the marine ecosystem is disrupted.","1093, 1127","2137, 2245",the marine ecosystem is disrupted.,a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,0,0.52627456
D0606F,XIE19960113.0145,2096,Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,XIE19960113.0145,2096,Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,"2096, 2245","2137, 2245",Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,0,0.7189964
D0606F,XIE19960113.0145,2096,Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,XIE19960113.0145,2096,Scientists on Macquarie Island fear that a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,"2137, 2245","2137, 2245",a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,a one-degree change of global temperature would completely change one of the biggest ecosystem in the world.,0,0.7402498
D0606F,XIE19960113.0145,2246,"In 1995, the sunniest December ever recorded on the island halted all major streams on it.",XIE19960113.0145,2246,"In 1995, the sunniest December ever recorded on the island halted all major streams on it.","2246, 2253;2255, 2336","2246, 2253;2255, 2336",In 1995...the sunniest December ever recorded on the island halted all major streams on it.,In 1995...the sunniest December ever recorded on the island halted all major streams on it.,0,0.7453509
D0606F,XIE19960113.0145,2337,Scientists believe that the slightest hint of change at Macquarie is a clear signal that something significant is happening in the Southern Ocean.,XIE19960113.0145,2337,Scientists believe that the slightest hint of change at Macquarie is a clear signal that something significant is happening in the Southern Ocean.,"2337, 2483","2337, 2483",Scientists believe that the slightest hint of change at Macquarie is a clear signal that something significant is happening in the Southern Ocean.,Scientists believe that the slightest hint of change at Macquarie is a clear signal that something significant is happening in the Southern Ocean.,0,0.7395786
